"name", "artist", "popularity", "genres", "danceability", "energy", "key","loudness", "mode", "speechiness", "acousticness", "instrumentalness","liveness", "valence", "tempo"                                        
De Leven,Sef,46,['dutch hip hop'],0.606,0.868,11,-7.838,1,0.171,0.114,0,0.37,0.723,93.059
Alles Kapot,Goldband,35,[],0.922,0.558,0,-7.124,1,0.0449,0.0316,0.00165,0.101,0.434,114.961
Hij had het willen zeggen / Waarom nou jij - Live,Tino Martin,51,['dutch pop'],0.333,0.535,2,-8.058,1,0.0599,0.371,0,0.863,0.203,84.099
F NIGHT,CHO,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.838,0.684,5,-4.854,0,0.102,0.421,0.000265,0.111,0.702,88.969
Houten Pak,Willem,42,"['dutch hip hop', 'dutch pop']",0.486,0.0747,2,-13.967,1,0.037,0.958,0.0182,0.103,0.125,123.716
Girl (feat. Idaly),Yung Nnelg,53,['dutch hip hop'],0.837,0.558,5,-7.058,0,0.0521,0.123,0.000201,0.301,0.805,104.972
Uno,Bokke8,55,"['dutch drill', 'dutch hip hop', 'dutch urban']",0.665,0.773,6,-4.455,0,0.283,0.651,4.17e-05,0.196,0.829,99.157
Volmaakt,Jayh,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.741,0.817,6,-5.742,1,0.0559,0.195,0,0.113,0.666,87.909
By My Side,Blow,48,"['dutch hip hop', 'dutch urban']",0.682,0.606,8,-7.482,1,0.212,0.344,1.88e-05,0.117,0.448,93.888
Wolken,Flinke Namen,50,['dutch hip hop'],0.734,0.463,8,-11.886,1,0.0675,0.185,0.548,0.0864,0.167,94.98
Zin In Jou,Yves Berendse,42,"['carnaval', 'dutch pop']",0.507,0.954,1,-2.976,1,0.076,0.138,0,0.202,0.732,182.891
Mondjekontje,Willie Wartaal,40,['dutch hip hop'],0.759,0.63,10,-8.154,0,0.28,0.0205,0.00404,0.333,0.526,161.939
In De Naam Van,Geechi,52,"['dutch hip hop', 'dutch urban']",0.886,0.63,8,-7.657,1,0.227,0.0575,1.32e-05,0.114,0.595,123.965
Pina/Some More,Henkie T,58,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.705,0.536,4,-7.295,0,0.504,0.0332,0,0.0779,0.384,63.116
Lotgenoot,Winne,45,['dutch hip hop'],0.664,0.713,8,-7.751,1,0.18,0.00792,0,0.317,0.448,81.034
Pull Up,Roxy Rosa,57,['dutch urban'],0.749,0.565,7,-8.088,0,0.0327,0.298,8.95e-05,0.0519,0.888,104.975
Izakaya,Frsh,51,"['dutch hip hop', 'dutch urban']",0.751,0.535,7,-6.375,0,0.053,0.162,0.0112,0.123,0.391,100.038
Mijn Stad,Danny De Munk,49,"['dutch pop', 'dutch rock', 'levenslied']",0.751,0.793,0,-7.047,1,0.062,0.208,0,0.0418,0.698,117.159
Bullshit,Hef,56,['dutch hip hop'],0.814,0.503,7,-7.193,1,0.314,0.258,1.25e-06,0.111,0.33,90.2
Niet Iedereen,JoeyAK,49,"['dutch hip hop', 'dutch urban']",0.803,0.775,4,-5.405,0,0.198,0.0226,0,0.268,0.466,99.934
Kaki,Equalz,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.816,0.521,10,-9.145,0,0.12,0.266,6.28e-06,0.0639,0.85,100.001
Babylon,KM,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.689,0.634,0,-7.494,0,0.0335,0.675,0,0.208,0.603,133.976
FOTO'S,Mael,47,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.606,0.485,2,-9.233,1,0.706,0.671,0,0.109,0.584,176.426
Hele Meneer,Adje,46,"['dutch hip hop', 'dutch urban']",0.569,0.676,1,-6.41,0,0.199,0.37,0,0.0994,0.396,94.639
Verslavend,Dylisa,58,"['dutch pop', 'dutch urban']",0.719,0.641,5,-5.2,0,0.078,0.19,9.94e-06,0.344,0.37,90.113
"Headlock (feat. Yung Nnelg, Cho & Jayh)",SRNO,57,['dutch urban'],0.902,0.499,2,-6.366,1,0.204,0.108,0,0.104,0.565,103.041
Bend Ova (feat. YXNG LE),Jayboogz,51,"['dutch hip hop', 'dutch urban']",0.839,0.571,6,-6.275,0,0.243,0.106,0.000528,0.0997,0.476,96.096
F.O.G.,De Fellas,48,"['dutch hip hop', 'dutch urban']",0.529,0.559,8,-7.279,1,0.435,0.124,0,0.12,0.534,174.867
Amor,Djaga Djaga,55,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.702,0.764,9,-7.108,1,0.263,0.114,0.0168,0.0828,0.166,192.043
Blessings,ValsBezig,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.764,0.705,7,-4.93,1,0.223,0.261,0,0.213,0.826,110.154
Op Een Level,The Opposites,45,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.804,0.458,6,-11.106,1,0.21,0.426,0.818,0.0787,0.282,127.932
Young Kings (feat. Jayboogz),Era,54,"['dutch hip hop', 'dutch trap']",0.834,0.606,11,-7.583,0,0.0736,0.159,0.0261,0.108,0.653,100.001
Uno,Jonna Fraser,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.667,0.502,9,-7.592,0,0.385,0.319,0,0.116,0.378,171.854
Barry Hayze,Donnie,51,['dutch hip hop'],0.865,0.649,8,-10.444,1,0.201,0.141,0.00181,0.0808,0.491,109.982
Seeka,Monsif,44,"['dutch pop', 'dutch urban']",0.804,0.57,7,-5.312,1,0.0875,0.0586,0.367,0.121,0.306,100.037
Geen Controle,Jirraiya,41,['dutch urban'],0.563,0.677,4,-7.999,0,0.161,0.073,0,0.36,0.396,199.725
BAG,Idaly,51,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.838,0.739,9,-7.328,0,0.298,0.167,0,0.228,0.472,142.748
Money II,Anu-D,45,"['dutch hip hop', 'dutch urban']",0.736,0.668,10,-7.952,0,0.324,0.0358,0,0.086,0.48,108.019
Juppig,ChildsPlay,61,"['basshall', 'dutch hip hop', 'dutch pop', 'dutch urban']",0.887,0.664,7,-5.795,1,0.16,0.112,4.64e-06,0.116,0.421,101.015
Drijfzand,Brace,42,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.744,0.479,10,-7.284,1,0.0404,0.283,0,0.0963,0.627,124.115
Love Soldier,Defano Holwijn,46,[],0.65,0.594,6,-6.512,0,0.145,0.414,0.000125,0.112,0.358,96.062
Many Men,Jordymone9,48,"['dutch hip hop', 'dutch urban']",0.74,0.502,11,-11.189,0,0.363,0.393,2.97e-05,0.087,0.742,148.13
Shelbyana,Broederliefde,49,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.614,0.622,5,-6.057,1,0.0775,0.0955,1.7e-05,0.227,0.331,192.003
Go Go Club,Bokoesam,55,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.785,0.622,5,-5.312,0,0.397,0.515,0,0.158,0.639,160.285
Mi Kurason,Tabitha,47,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.791,0.552,0,-6.716,1,0.166,0.511,0.000466,0.0922,0.578,104.873
Wittewijnmuziek,De Jeugd Van Tegenwoordig,40,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.691,0.593,1,-5.567,1,0.106,0.462,0,0.166,0.368,79.98
2 Gedachtes,D-Double,51,"['dutch hip hop', 'dutch trap', 'dutch urban']",0.687,0.527,7,-6.929,1,0.385,0.39,0,0.0969,0.33,102.905
Me I Luv,Priceless,59,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.919,0.544,6,-4.244,0,0.0901,0.0128,0.0013,0.101,0.603,103.019
Nieuwe Dag,Fresku,45,['dutch hip hop'],0.636,0.791,7,-4.703,1,0.0395,0.167,1.07e-05,0.134,0.277,90.082
Damage,Dv,56,"['dutch drill', 'dutch hip hop']",0.859,0.373,1,-16.654,1,0.466,0.0789,0,0.264,0.685,158.981
Pull Over,DJ Wale,51,"['dutch hip hop', 'dutch urban']",0.772,0.714,11,-5.905,0,0.24,0.03,0,0.12,0.428,95.064
24/7,Sevn Alias,55,['dutch hip hop'],0.854,0.525,9,-5.909,0,0.186,0.169,6.68e-05,0.119,0.535,82.468
Parkeerplaats,Jermaine Niffer,55,"['dutch hip hop', 'dutch urban']",0.437,0.778,2,-8.109,1,0.639,0.489,0,0.331,0.612,78.324
Drop Top (feat. Murda & Priceless),Zefanio,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.719,0.589,5,-8.448,0,0.0984,0.0495,4.04e-06,0.0634,0.446,99.908
Raamuit,Dave Budha,47,"['dutch pop', 'dutch r&b']",0.689,0.425,8,-7.23,1,0.314,0.316,0,0.122,0.371,93.95
Never Nooit Meer (met Re-Play),Gordon,43,"['dutch pop', 'dutch rock']",0.59,0.424,7,-9.446,0,0.0302,0.565,0,0.116,0.236,73.998
Single (feat. CHO & Equalz),Architrackz,51,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.553,0.533,10,-7.596,0,0.216,0.264,0,0.129,0.712,134.147
Ik Leef M'n Eigen Leven,Andre Hazes,48,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",0.481,0.281,0,-17.171,0,0.0279,0.466,1.65e-06,0.116,0.247,93.773
Fake Love,Delany,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.737,0.631,0,-6.976,1,0.0546,0.0334,0.64,0.139,0.666,100.006
Lange Frans & Baas B Hitmedley,Lange Frans & Baas B,42,['dutch hip hop'],0.544,0.699,6,-7.977,0,0.179,0.485,0,0.141,0.535,113.896
Haal Me Naar Boven,Ronnie Flex,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.651,0.646,11,-6.803,1,0.0333,0.324,0,0.0758,0.835,134.944
Dit moet een zondag zijn,Lange Frans,37,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.669,0.548,1,-7.892,0,0.242,0.46,0.000655,0.0599,0.519,93.952
Kloppen (feat. Kevcody),Mpes,48,"['dutch r&b', 'dutch urban']",0.86,0.533,2,-9.449,1,0.0961,0.0817,0.00883,0.101,0.545,97.005
Meisje Luister,Kleine Viezerik,41,['dutch hip hop'],0.766,0.591,9,-6.787,0,0.0608,0.0017,4.56e-06,0.0886,0.3,93.023
Meisje,LA$$A,58,"['dutch hip hop', 'dutch urban']",0.926,0.587,6,-6.137,0,0.241,0.0109,0.00108,0.0653,0.853,108.104
Design,Kevcody,51,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.895,0.43,3,-6.4,0,0.143,0.126,0,0.0701,0.793,107.044
Bula Bai,Latifah,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.775,0.64,0,-5.605,1,0.167,0.22,3.52e-05,0.086,0.227,98.036
Ghetto Youth,Frenna,62,"['dutch hip hop', 'dutch pop']",0.813,0.79,5,-4.303,1,0.0897,0.00252,0.0124,0.0552,0.332,93.008
10 (Alleen),Caza,50,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.627,0.625,0,-7.525,1,0.0668,0.0542,9.81e-06,0.258,0.676,94.017
Formidable,L CIANO,39,"['dutch hip hop', 'dutch urban']",0.766,0.568,5,-6.787,1,0.0904,0.049,0,0.125,0.738,107.058
Parkeer,DJEZJA,58,"['dutch hip hop', 'dutch urban']",0.608,0.582,6,-11.737,1,0.202,0.116,0.00605,0.39,0.671,78.516
Trap Freestyle Part 1 (Trap Van Vroeger),Mula B,62,"['dutch hip hop', 'dutch urban']",0.796,0.636,11,-7.618,1,0.305,0.0112,0,0.0907,0.479,91.844
My Lady,Team Rush Hour,51,"['basshall', 'dutch hip hop', 'dutch pop', 'dutch urban', 'moombahton']",0.844,0.561,7,-5.822,0,0.118,0.188,3.64e-06,0.104,0.559,98.054
insta story,kans,45,['dutch urban'],0.67,0.523,8,-9.877,0,0.169,0.354,0,0.126,0.165,92.882
Regendruppels,Lijpe,51,['dutch hip hop'],0.661,0.625,9,-8.366,0,0.569,0.755,0,0.237,0.617,100.135
HoedenPlank,Opgezwolle,39,"['dutch hip hop', 'dutch rock']",0.476,0.69,1,-6.247,1,0.374,0.189,0,0.109,0.43,91.051
Naar Huis,Johnny Sellah,54,"['dutch hip hop', 'dutch trap']",0.483,0.626,5,-8.551,1,0.208,0.571,0,0.139,0.29,127.389
Oranje Etiket,Gotu Jim,46,['dutch hip hop'],0.741,0.556,7,-6.904,0,0.113,0.427,0,0.104,0.71,79.043
Surfen,Typhoon,46,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.751,0.648,9,-7.003,0,0.105,0.0531,0.128,0.0936,0.724,95.963
Nu Meteen,Brasco,46,"['dutch hip hop', 'dutch urban']",0.812,0.749,1,-3.782,0,0.0509,0.475,0,0.0914,0.595,103.026
Sunshine,Kevin,52,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.701,0.494,9,-6.48,0,0.177,0.53,0,0.161,0.342,89.958
On The Low,Momi,57,"['dutch hip hop', 'dutch urban']",0.505,0.531,1,-7.665,1,0.472,0.181,3.31e-05,0.126,0.223,177.766
De Ajax Marsch,Joop Leeuwendaal,38,[],0.651,0.458,2,-8.618,1,0.0319,0.765,0,0.0442,0.794,115.833
Celine,NAVI,52,"['dutch hip hop', 'dutch urban']",0.757,0.691,0,-6.428,1,0.132,0.308,0,0.0916,0.366,140.042
Brief Aan Jou,Big2,41,['dutch hip hop'],0.785,0.553,6,-5.013,0,0.0508,0.0334,8.43e-06,0.133,0.16,93.986
Speling,DJ DYLVN,59,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.868,0.568,7,-4.434,0,0.0822,0.0267,0,0.0741,0.682,97.931
They Don't Like Us,Fmg,49,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.71,0.719,6,-4.943,1,0.228,0.00303,0,0.317,0.419,104.933
Bye Bye,Oualid,41,"['dutch hip hop', 'dutch urban', 'moroccan pop', 'rif']",0.67,0.494,9,-7.709,1,0.0442,0.31,0,0.131,0.624,95.053
ONE CHICA,Chip Charlez,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.751,0.73,1,-4.584,1,0.0565,0.231,0.000146,0.164,0.694,95.946
Zwaar,Aniss,58,"['dutch drill', 'dutch hip hop']",0.865,0.587,10,-7.263,0,0.222,0.414,0,0.129,0.526,97.995
Voor Jou,Kempi,45,"['dutch hip hop', 'dutch urban']",0.585,0.623,4,-7.043,1,0.45,0.338,0,0.181,0.334,118.94
24/7 Remix,Rasskulz,60,"['dutch hip hop', 'dutch trap']",0.713,0.576,7,-6.226,1,0.381,0.0223,0.0139,0.365,0.598,202.076
Love Overdose,Jaskelis,47,[],0.781,0.56,7,-7.311,0,0.394,0.102,0,0.104,0.875,108.513
Ma Chérie,Chivv,48,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.807,0.64,10,-6.053,1,0.114,0.0019,0,0.0977,0.676,90.001
Hou Van Amsterdam,RBDjan,33,['dutch hip hop'],0.479,0.588,7,-8.793,0,0.293,0.294,0,0.137,0.282,80.731
One Shot - feat. Architrackz,Hansie,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.638,0.757,6,-5.166,0,0.0816,0.287,0.000338,0.109,0.737,177.938
Mijn Club,Kees Prins,39,[],0.306,0.691,2,-4.886,1,0.0578,0.246,0,0.384,0.234,197.251
Waggie,Zack Ink,53,"['dutch hip hop', 'dutch trap', 'dutch urban']",0.751,0.607,1,-7.544,0,0.253,0.294,2.55e-05,0.0987,0.604,89.821
Mama Prayed,KNALLER,51,"['dutch drill', 'dutch hip hop', 'dutch trap']",0.583,0.836,6,-6.278,0,0.318,0.232,1.57e-05,0.143,0.649,149.436
Ik ben je prooi,Wolter Kroes,40,"['carnaval', 'dutch pop', 'dutch rock', 'levenslied']",0.606,0.548,5,-6.244,1,0.025,0.525,0,0.089,0.361,106.005
